STATE,FACILITY ID,FACILITY NAME,FACILITY ADDRESS,FACILITY STATUS,FACILITY CATEGORY,NO. OF STALLS,MONTHLY INVENTORY,PARKWHIZ,# of stall,WAY.COM,# of stall,NEIGHBOR,# of stall,SPACER,# of stall,GPS COORDINATES,FACILITY NOTES,REVENUE CATEGORY,LANDLORD,"FACILITY LOCATION
FOR WINTER SEASON",REMARKS LAST WINTER 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,22 Mansfield St. - Spots #2 or 3 Only (ARCHIVED) ,"22 Mansfield St, Allston, MA 02134",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24450,"22 Parker Hill Ave. - Spots #1, #2, or #3 Only","22 Parker Hill Avenue, Boston, MA 02120",IN OPERATION,Daily&Monthly,3,3,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3323564,-71.1095784",,FIXED,Alp Kantar; Puspa Jelita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,141587,"22 Winslow Rd. - Spots #2, #3 or #4 Only","22 Winslow Road Brookline, MA, 02446",IN OPERATION,Events and Daily ONLY,3,,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°21'03.6""N 71°07'20.8""W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA ,,220 4th St. - Spot #1 only (ARCHIVED) ,"220 4th St., Oakland, CA, 94607",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,"IPO REAL ESTATE, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2201 N Cleveland Ave. - Spot #11 (ARCHIVED),"2201 North Cleveland Avenue, Chicago, IL 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2201 N Cleveland Ave. - Spot #12 (ARCHIVED),"2201 North Cleveland Avenue, Chicago, IL 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2201 N Cleveland Ave. - Spot #13 (ARCHIVED),"2201 North Cleveland Avenue, Chicago, IL 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2201 N Cleveland Ave. - Spot #2 (ARCHIVED),"2202 North Cleveland Avenue, Chicago, IL 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2201 N Cleveland Ave. - Spot #7 (ARCHIVED),"2201 North Cleveland Avenue, Chicago, IL 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,70638,2210 Mckinley Ave. - Carport Space #3 or #4 Only,"2210 McKinley Avenue Berkeley, CA, 94703",IN OPERATION,Daily&Monthly,2,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"37.8680515,-122.2741497",,FIXED,Peter Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,132944,2213 Dorrington St. - Lot,"2213 Dorrington Street, Houston, TX, 77030",IN OPERATION,Daily&Monthly,19,18,Listed,5,Listed,5,Listed,5,Not Listed,,"29°42'19.2""N 95°24'38.0""W",,,Jaime Tschen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2215 N Bissell St. - Spot #2 Only (ARCHIVED),"2215 North Bissell Street Chicago, IL, 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Jessica Schmiederer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,222 S Morgan St. (1010 W Jackson Blvd.) (ARCHIVED),"1010 W Jackson Blvd, Chicago, IL 60607, USA",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Paul Reaumond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,46284,222 Winslow Rd. - Lot,"222 Winslow Road, Brookline, MA 02446",PERMANENTLY CLOSED,Daily Monthly & Event,3,2,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3505814,-71.12185199999999",,FIXED,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,134890,222 Winchester St. - Garage Spot #1 or Outdoor Spot #4 Only,"222 Winchester St, Brookline, MA 02446, USA",IN OPERATION,Events and Daily ONLY,2,2,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'43.3""N 71°07'59.9""W",,,Yin Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,90081,2222 W Belmont Ave. - Left Carport Spot Only,"2222 W Belmont Ave, Chicago, IL 60618",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.939917,-87.684333",,FIXED,George Tsatsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,151507,2222 W Belmont Ave. - Right Spot Only,"2222 West Belmont Avenue Chicago, IL 60618",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41°56'23.8""N 87°41'03.5""W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2250 N Lincoln Ave- Spot #11 (ARCHIVED),"2250 North Lincoln Avenue, Chicago, IL 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,226-228 Washington St. - Spot #1 or #2 Only (ARCHIVED) ,"228 Washington Street, Boston, MA, 02135",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,125684,227 Marlborough St. - Right Spot Only,"227 Marlborough St, Boston, MA 02116, USA",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.352556,-71.081528",,FIXED,Peter Cahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,51994,"228 Corey Rd. - Spots #5, #6, #7 or #8 Only","228 Corey Road, Boston, MA 02135",IN OPERATION,Daily&Monthly,4,2,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3444172,-71.1378811",,FIXED,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,23 Egremont St - Spot #14 (ARCHIVED),"23 Egremont Street, Boston, MA 02135",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,23 Egremont St. - Spot #30 (ARCHIVED),"23 Egremont Street, Boston, MA 02135",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,85128,"23 Iroquois St.- Garage Spot #1, #2, #4 and #5 or Spot #3 Outdoor Spot","23 Iroquois Street, Boston, MA, 02120",IN OPERATION,Daily&Monthly,5,4,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3300445,-71.1039527",,FIXED,Alp Kantar; Puspa Jelita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24506,"23 Symphony Rd. - Spots 1, 2, or 3","23 Symphony Road, Boston, MA 02115",IN OPERATION,Events and Daily ONLY,3,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.343167,-71.087639",,FIXED,Alp Kantar; Puspa Jelita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,89057,231 Maverick St. - Garage Spot,"231 Maverick Street, Boston, MA, 02128",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3684646,-71.0350652",Garage Code: 1992,70/30,Luke Morison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,95751,232 Green Bay Rd. - Lot,"232 Green Bay Rd, Highland Park, IL 60035",IN OPERATION,Daily&Monthly,5,2,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.156727, -87.781778",,70/30,Robert Cotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2321 W North Ave. - Middle Tandem Row Spot (ARCHIVED),"2321 W North Ave, Chicago IL 60647",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Ricardo Mastrolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2336 N Commonwealth Ave. #3 - Lot (ARCHIVED) ,"2336 North Commonwealth Avenue, Chicago, IL 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,107039,234 W Canton St. - Right Spot Only,"234 West Canton Street, Boston, MA, 02116",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.345389,-71.077972",,FIXED,Daryl Twitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,2340 N Commonwealth Ave. - Spot #24 (ARCHIVED),"2340 North Commonwealth Avenue, Chicago, IL 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,111393,2357 W Ohio St. - Spot #2 Only,"2357 West Ohio Street, Chicago, IL 60612",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.89175,-87.6865",,70/30,Christian Murau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,95982,236 Bowen St. (78 F St.) - Spot #1 only (ARCHIVED) ,"78 F St, Boston, MA 02127",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Adam Cutter/ Brightline Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,236 Bowen St. (78 F St.) - Spot #2 (ARCHIVED) ,"78 F St, Boston, MA 02127",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Adam Cutter/Brightline Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,237 Freeman St. - Concrete Pad (ARCHIVED),"237 Freeman Street, Brookline, MA 02446",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,19952,"239 E St. - Spot #1, 2 or 3 only","239 E Street, Boston, MA 02127",IN OPERATION,Daily&Monthly,3,2,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3353674,-71.0516525",,FIXED,Ted Goldberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,85522,24 S Huntington Ave. - Spot #13 or #14 Only,"24 S Huntington Ave, Boston, MA 02130, USA",IN OPERATION,Daily Only,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.331444,-71.111361",,FIXED,RIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,141588,240 Allston St. - Whole Tandem Driveway Spot,"240 Allston Street Cambridge, MA, 02139",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°21'34.5""N 71°06'36.0""W",,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,241 Freeman St. - Concrete Pad (ARCHIVED),"241 Freeman Street, Brookline, MA 02446",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,241 Norfolk St - Parallel Driveway Spot (ARCHIVED),"241 Norfolk Street, Cambridge, MA 02139",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON DC,20188,2422 I St. NW - Left Spot Only,"2422 I Street Northwest, Washington, DC 20037",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"38.9005036,-77.0529272",,FIXED,Mark Toufanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,44700,243 Public Alley 419 - 243 Beacon St.,"243 Public Alley 419, Boston, MA 02116",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.353417,-71.078306",,FIXED,Parking Boston Inc. - Jasmine Taylor - OLD spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,96252,2435 N Washtenaw Ave. - Spot #3,"2435 N Washtenaw Ave, Chicago, IL 60647",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.925944,-87.6945",,70/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,89193,244 Beacon St (244 Back St.) - Parallel Spot,"244 Beacon Street Boston, MA, 02116",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.354028,-71.079806",,FIXED,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,89451,2445 W Moffat St. - Right Spot Only,"2445 W Moffat St, Chicago, IL, 60647",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.914417,-87.689083",,FIXED,2445 Holdings LLc/ Steven Ikeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,19163,2457 W Armitage Ave. - Alley Spot,"2457 West Armitage Avenue, Chicago, IL 60647",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.917139,-87.689611",,FIXED,JAA properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,55690,25 Garrison Rd - Spot #13 only - NO SUV's,"25 Garrison Road, Brookline, MA 02445",IN OPERATION,Daily Only,1,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.338083,-71.137111",,FIXED,Oakhill Property LLC - Ashkan Sanieoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,91362,"25 Hudson St. - Spots #1, 2, 3, 4, 5 or 6 Only","25 Hudson St, Cambridge, MA 02138, USA",IN OPERATION,Daily&Monthly,6,5,Not Listed,,Not Listed,,Listed,2,Not Listed,,"42.382278,-71.121139",,FIXED,Parking Boston Inc -Jasmine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,100307,25 Mt Hood Rd. - Spot #11 Only,25 Mt Hood Rd Boston MA 02135,IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.342153, -71.142333",,FIXED,Parking Boston Inc - Jasmine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,146332,25 Mt. Vernon St. - Spot #6 Only,"25 Mount Vernon Street Somerville, MA 02145",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°23'07.8""N 71°04'47.3""W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,148053,25 W 13th St. - Garage Spot #63 Only,"25 West 13th Street New York, NY 10011",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"40°44'09.8""N 73°59'44.5""W","DO NOT LEAVE KEY TO VALET, as they might not be available after business hours. Please use keypad Garage Code: (1972)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
